K20 complete graph factorization: all P1F classes with |Aut| > 3

Total: 230

     |Aut|   classes
         6       168
         9        46
        18         9
        19         3
        57         1
       171         2
       342         1

Each factorization is listed once, in the canonical form produced by the project
canonizer. Entries are sorted in ascending lexicographic order of that form.


#1 |Aut| = 6
 "   0 17   1  9   2 10   3  5   4 18   6 13   7 14   8 15  11 16  12 19 "
 "   0 18   1 11   2 12   3 19   4 15   5 17   6 14   7  8   9 13  10 16 "
 "   0 19   1 10   2 18   3 13   4 16   5 14   6  9   7 15   8 12  11 17 "

#67 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  6   2 19   3 15   5 12   7  9   8 17  10 16  11 18  13 14 "
 "   0  5   1  7   2 14   3 18   4 13   6  8   9 16  10 19  11 17  12 15 "
 "   0  6   1  3   2 17   4 11   5 19   7 13   8 18   9 15  10 12  14 16 "
 "   0  7   1  2   3 16   4 18   5 10   6 12   8 14   9 19  11 13  15 17 "
 "   0  8   1 16   2 13   3 10   4 12   5 15   6 19   7 11   9 14  17 18 "
 "   0  9   1 17   2 11   3 12   4 14   5 13   6 10   7 18   8 15  16 19 "
 "   0 10   1 13   2 12   3  4   5 16   6 18   7 14   8 19   9 17  11 15 "
 "   0 11   1 12   2  5   3 13   4 17   6 15   7 19   8 16   9 18  10 14 "
 "   0 12   1 19   2  8   3  7   4  6   5 18   9 10  11 16  13 15  14 17 "
 "   0 13   1 18   2  6   3  9   4 19   5  7   8 11  10 17  12 14  15 16 "
 "   0 14   1  9   2 18   3 17   4 16   5  6   7 15   8 10  11 12  13 19 "
 "   0 15   1  8   2 16   3 19   4  7   5 17   6 14   9 11  10 13  12 18 "
 "   0 16   1 14   2  4   3  8   5 11   6 17   7 12   9 13  10 18  15 19 "
 "   0 17   1 15   2  9   3  5   4 10   6 13   7 16   8 12  11 19  14 18 "
 "   0 18   1 11   2 10   3 14   4 15   5  9   6 16   7  8  12 19  13 17 "
 "   0 19   1 10   2 15   3 11   4  8   5 14   6  9   7 17  12 16  13 18 "

#68 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3  5   6 13   9 16  10 19  11 12  14 18  15 17 "
 "   0  5   1  6   2  4   3  9   7 12   8 17  10 13  11 18  14 16  15 19 "
 "   0  6   1  3   2 11   4  7   5 12   8 10   9 15  13 18  14 17  16 19 "
 "   0  7   1  2   3 10   4 13   5  6   8 14   9 11  12 19  15 16  17 18 "
 "   0  8   1 12   2  9   3 16   4 19   5 15   6 18   7 13  10 14  11 17 "
 "   0  9   1 13   2 17   3  8   4 14   5 18   6 12   7 19  10 16  11 15 "
 "   0 10   1  9   2 16   3 18   4  8   5 17   6 14   7 11  12 15  13 19 "
 "   0 11   1  8   2 19   3 17   4 16   5  9   6 10   7 15  12 18  13 14 "
 "   0 12   1 10   2 14   3 11   4 18   5 13   6 15   7 16   8 19   9 17 "
 "   0 13   1 11   2 10   3 15   4 12   5 19   6 17   7 14   8 16   9 18 "
 "   0 14   1 19   2 15   3 12   4 11   5  7   6 16   8 18   9 10  13 17 "
 "   0 15   1 18   2 13   3 14   4  6   5 10   7 17   8 11   9 19  12 16 "
 "   0 16   1 14   2  6   3 19   4 17   5 11   7  9   8 12  10 18  13 15 "
 "   0 17   1 15   2 18   3  7   4 10   5 16   6  8   9 13  11 19  12 14 "
 "   0 18   1 17   2  5   3 13   4 15   6 19   7  8   9 14  10 12  11 16 "
 "   0 19   1 16   2 12   3  4   5 14   6  9   7 18   8 15  10 17  11 13 "

#69 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3  5   6 13   9 18  10 14  11 12  15 17  16 19 "
 "   0  5   1  6   2  4   3  9   7 12   8 19  10 13  11 15  14 16  17 18 "
 "   0  6   1  3   2 11   4  7   5 12   8 10   9 19  13 17  14 18  15 16 "
 "   0  7   1  2   3 10   4 13   5  6   8 18   9 11  12 16  14 17  15 19 "
 "   0  8   1 17   2 19   3  7   4 18   5 10   6 16   9 15  11 13  12 14 "
 "   0  9   1 16   2  6   3 18   4 11   5 19   7 17   8 14  10 12  13 15 "
 "   0 10   1 19   2 14   3 13   4  6   5 18   7 15   8 12   9 16  11 17 "
 "   0 11   1 18   2 12   3 15   4 19   5  7   6 14   8 17   9 13  10 16 "
 "   0 12   1 14   2 15   3  4   5 16   6 17   7  9   8 11  10 19  13 18 "
 "   0 13   1 15   2  5   3 14   4 17   6  8   7 16   9 10  11 18  12 19 "
 "   0 14   1 10   2 18   3 17   4  8   5 13   6  9   7 19  11 16  12 15 "
 "   0 15   1 11   2 16   3 19   4 12   5  9   6 18   7  8  10 17  13 14 "
 "   0 16   1 13   2 10   3  8   4 15   5 11   6 19   7 14   9 17  12 18 "
 "   0 17   1 12   2  9   3 11   4 10   5 14   6 15   7 18   8 16  13 19 "
 "   0 18   1  8   2 17   3 12   4 16   5 15   6 10   7 13   9 14  11 19 "
 "   0 19   1  9   2 13   3 16   4 14   5 17   6 12   7 11   8 15  10 18 "

#70 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3  5   6 15   9 11  10 17  12 16  13 19  14 18 "
 "   0  5   1  6   2  4   3  9   7 14   8 10  11 16  12 18  13 17  15 19 "
 "   0  6   1 11   2 14   3 19   4 13   5  9   7 16   8 15  10 12  17 18 "
 "   0  7   1 10   2 18   3 15   4  8   5 12   6 17   9 14  11 13  16 19 "
 "   0  8   1 18   2  6   3 16   4 10   5 15   7 12   9 17  11 19  13 14 "
 "   0  9   1 19   2 17   3  7   4 14   5 11   6 13   8 16  10 18  12 15 "
 "   0 10   1 13   2 19   3 12   4  7   5 17   6 18   8 14   9 16  11 15 "
 "   0 11   1 12   2 13   3 18   4 16   5  6   7 19   8 17   9 15  10 14 "
 "   0 12   1 15   2 11   3  8   4 17   5 19   6  9   7 18  10 13  14 16 "
 "   0 13   1 14   2  9   3 10   4 18   5 16   6 19   7  8  11 12  15 17 "
 "   0 14   1  8   2 16   3 13   4  6   5 10   7 15   9 18  11 17  12 19 "
 "   0 15   1  9   2 12   3 17   4 11   5  7   6 14   8 19  10 16  13 18 "
 "   0 16   1  3   2  5   4 19   6 10   7  9   8 12  11 18  13 15  14 17 "
 "   0 17   1  2   3  4   5 18   6  8   7 11   9 13  10 19  12 14  15 16 "
 "   0 18   1 16   2 10   3 14   4 15   5 13   6 12   7 17   8 11   9 19 "
 "   0 19   1 17   2 15   3 11   4 12   5 14   6 16   7 13   8 18   9 10 "

#71 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3  5   6 17   9 10  11 19  12 18  13 14  15 16 "
 "   0  5   1  6   2  4   3  9   7 16   8 11  10 18  12 15  13 19  14 17 "
 "   0  6   1 12   2 13   3 18   4 14   5 11   7  9   8 16  10 17  15 19 "
 "   0  7   1 13   2 19   3 12   4 10   5 15   6  8   9 17  11 16  14 18 "
 "   0  8   1 19   2  9   3 14   4  6   5 10   7 18  11 13  12 16  15 17 "
 "   0  9   1 18   2 15   3  8   4 11   5  7   6 19  10 12  13 17  14 16 "
 "   0 10   1 16   2 12   3  4   5 19   6 15   7 11   8 14   9 13  17 18 "
 "   0 11   1 17   2  5   3 13   4 18   6 10   7 14   8 12   9 15  16 19 "
 "   0 12   1  8   2  6   3 16   4 17   5 18   7 13   9 14  10 19  11 15 "
 "   0 13   1  9   2 17   3  7   4 19   5 16   6 12   8 15  10 14  11 18 "
 "   0 14   1 10   2 16   3 15   4  8   5  6   7 17   9 19  11 12  13 18 "
 "   0 15   1 11   2 14   3 17   4  7   5  9   6 16   8 18  10 13  12 19 "
 "   0 16   1 15   2 10   3 19   4 13   5 14   6 18   7 12   8 17   9 11 "
 "   0 17   1 14   2 18   3 11   4 15   5 12   6 13   7 19   8 10   9 16 "
 "   0 18   1  2   3 10   4 16   5 13   6  9   7 15   8 19  11 17  12 14 "
 "   0 19   1  3   2 11   4 12   5 17   6 14   7  8   9 18  10 16  13 15 "

#72 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3 10   5 19   6 16   9 17  11 15  12 14  13 18 "
 "   0  5   1  6   2 11   3  9   4 18   7 17   8 16  10 14  12 19  13 15 "
 "   0  6   1 11   2 12   3  8   4 10   5 14   7 18   9 19  13 17  15 16 "
 "   0  7   1 10   2  9   3 13   4 15   5 11   6 19   8 18  12 16  14 17 "
 "   0  8   1 18   2 14   3  7   4 19   5 17   6 13   9 15  10 12  11 16 "
 "   0  9   1 19   2  6   3 15   4 16   5 18   7 12   8 14  10 17  11 13 "
 "   0 10   1  9   2 16   3  5   4 14   6 12   7 15   8 17  11 18  13 19 "
 "   0 11   1  8   2  4   3 17   5 15   6 14   7 13   9 16  10 19  12 18 "
 "   0 12   1 17   2 15   3 19   4 11   5 16   6 18   7  8   9 10  13 14 "
 "   0 13   1 16   2 18   3 14   4 17   5 10   6  9   7 19   8 11  12 15 "
 "   0 14   1  3   2 17   4  7   5 13   6 15   8 10   9 18  11 12  16 19 "
 "   0 15   1  2   3 16   4 12   5  6   7 14   8 19   9 11  10 13  17 18 "
 "   0 16   1 14   2 19   3 12   4 13   5  9   6 17   7 11   8 15  10 18 "
 "   0 17   1 15   2 13   3 18   4  8   5 12   6 10   7 16   9 14  11 19 "
 "   0 18   1 12   2 10   3  4   5  7   6  8   9 13  11 17  14 16  15 19 "
 "   0 19   1 13   2  5   3 11   4  6   7  9   8 12  10 16  14 18  15 17 "

#73 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  8   3 16   5 15   6 12   9 14  10 17  11 19  13 18 "
 "   0  5   1  6   2 17   3  9   4 14   7 13   8 15  10 18  11 16  12 19 "
 "   0  6   1 19   2  5   3 12   4 10   7  9   8 16  11 18  13 15  14 17 "
 "   0  7   1 18   2 13   3  4   5 11   6  8   9 17  10 19  12 14  15 16 "
 "   0  8   1  3   2 19   4 15   5  7   6 17   9 16  10 14  11 13  12 18 "
 "   0  9   1  2   3 18   4  6   5 14   7 16   8 17  10 12  11 15  13 19 "
 "   0 10   1 13   2  6   3  5   4 18   7 14   8 19   9 11  12 16  15 17 "
 "   0 11   1 12   2  4   3  7   5 19   6 15   8 10   9 18  13 17  14 16 "
 "   0 12   1  9   2 15   3 19   4 13   5 16   6 10   7 18   8 14  11 17 "
 "   0 13   1  8   2 18   3 14   4 17   5 12   6 19   7 11   9 15  10 16 "
 "   0 14   1 16   2  9   3 10   4 11   5 17   6 13   7 19   8 18  12 15 "
 "   0 15   1 17   2 11   3  8   4 16   5 10   6 18   7 12   9 19  13 14 "
 "   0 16   1 11   2 10   3 15   4 19   5 13   6  9   7 17   8 12  14 18 "
 "   0 17   1 10   2 14   3 11   4 12   5 18   6 16   7  8   9 13  15 19 "
 "   0 18   1 15   2 12   3 17   4  7   5  9   6 14   8 11  10 13  16 19 "
 "   0 19   1 14   2 16   3 13   4  8   5  6   7 15   9 10  11 12  17 18 "

#74 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  9   3 14   5 12   6 19   8 16  10 17  11 18  13 15 "
 "   0  5   1  6   2 15   3  8   4 13   7 18   9 17  10 19  11 16  12 14 "
 "   0  6   1  2   3 13   4 15   5  9   7 16   8 19  10 14  11 12  17 18 "
 "   0  7   1  3   2 12   4  8   5 14   6 17   9 18  10 13  11 15  16 19 "
 "   0  8   1 14   2  6   3  4   5 18   7 17   9 11  10 12  13 19  15 16 "
 "   0  9   1 15   2  5   3  7   4 19   6 16   8 10  11 13  12 18  14 17 "
 "   0 10   1  9   2  4   3 11   5 17   6 12   7  8  13 18  14 16  15 19 "
 "   0 11   1  8   2 10   3  5   4 16   6  9   7 13  12 19  14 18  15 17 "
 "   0 12   1 17   2 19   3 15   4 18   5  6   7 11   8 14   9 13  10 16 "
 "   0 13   1 16   2 14   3 18   4  7   5 19   6 10   8 12   9 15  11 17 "
 "   0 14   1 10   2 16   3 12   4 11   5 13   6 18   7 15   8 17   9 19 "
 "   0 15   1 11   2 13   3 17   4 12   5 10   6 14   7 19   8 18   9 16 "
 "   0 16   1 19   2 18   3 10   4  6   5 15   7 12   8 11   9 14  13 17 "
 "   0 17   1 18   2 11   3 19   4 14   5  7   6 13   8 15   9 10  12 16 "
 "   0 18   1 13   2 17   3  9   4 10   5 16   6  8   7 14  11 19  12 15 "
 "   0 19   1 12   2  8   3 16   4 17   5 11   6 15   7  9  10 18  13 14 "

#75 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  9   3 17   5 19   6 15   8 14  10 16  11 12  13 18 "
 "   0  5   1  6   2 16   3  8   4 18   7 14   9 15  10 13  11 17  12 19 "
 "   0  6   1 13   2  4   3 18   5  7   8 17   9 10  11 15  12 14  16 19 "
 "   0  7   1 12   2 19   3  5   4  6   8 11   9 16  10 14  13 15  17 18 "
 "   0  8   1 11   2 17   3 12   4 10   5 14   6 18   7 16   9 13  15 19 "
 "   0  9   1 10   2 13   3 16   4 15   5 11   6 17   7 19   8 12  14 18 "
 "   0 10   1  3   2  5   4 17   6 14   7 13   8 19   9 11  12 18  15 16 "
 "   0 11   1  2   3  4   5 16   6 12   7 15   8 10   9 18  13 19  14 17 "
 "   0 12   1 15   2 11   3  9   4 14   5 18   6 16   7  8  10 19  13 17 "
 "   0 13   1 14   2  8   3 10   4 19   5 15   6  9   7 17  11 18  12 16 "
 "   0 14   1 17   2 18   3 15   4 13   5  9   6 19   7 11   8 16  10 12 "
 "   0 15   1 16   2 14   3 19   4  8   5 12   6 10   7 18   9 17  11 13 "
 "   0 16   1 18   2 12   3 11   4  7   5 10   6  8   9 19  13 14  15 17 "
 "   0 17   1 19   2 10   3 13   4 11   5  6   7  9   8 18  12 15  14 16 "
 "   0 18   1  9   2  6   3 14   4 16   5 13   7 12   8 15  10 17  11 19 "
 "   0 19   1  8   2 15   3  7   4 12   5 17   6 13   9 14  10 18  11 16 "

#76 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2  9   3 18   5 15   6 17   8 10  11 16  12 14  13 19 "
 "   0  5   1  6   2 19   3  8   4 14   7 16   9 11  10 17  12 18  13 15 "
 "   0  6   1 11   2  5   3 19   4  8   7 15   9 17  10 13  12 16  14 18 "
 "   0  7   1 10   2 18   3  4   5  9   6 14   8 16  11 12  13 17  15 19 "
 "   0  8   1 13   2  6   3 17   4 19   5 14   7 12   9 15  10 16  11 18 "
 "   0  9   1 12   2 16   3  7   4 15   5 18   6 13   8 14  10 19  11 17 "
 "   0 10   1 15   2 17   3 11   4  6   5 16   7 13   8 18   9 14  12 19 "
 "   0 11   1 14   2 10   3 16   4 17   5  7   6 12   8 15   9 19  13 18 "
 "   0 12   1 16   2 11   3 13   4 18   5 10   6  9   7 14   8 19  15 17 "
 "   0 13   1 17   2 12   3 10   4 11   5 19   6 15   7  8   9 18  14 16 "
 "   0 14   1 18   2  4   3 15   5  6   7 11   8 17   9 13  10 12  16 19 "
 "   0 15   1 19   2 14   3  5   4  7   6 10   8 12   9 16  11 13  17 18 "
 "   0 16   1  9   2  8   3 14   4 13   5 11   6 19   7 17  10 18  12 15 "
 "   0 17   1  8   2 15   3  9   4 10   5 12   6 16   7 18  11 19  13 14 "
 "   0 18   1  2   3 12   4 16   5 13   6  8   7 19   9 10  11 15  14 17 "
 "   0 19   1  3   2 13   4 12   5 17   6 18   7  9   8 11  10 14  15 16 "

#77 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 12   5 18   6 15   8 16   9 14  10 17  13 19 "
 "   0  5   1  6   2 13   3 10   4 19   7 14   8 15   9 17  11 16  12 18 "
 "   0  6   1  2   3  8   4 12   5 19   7 15   9 13  10 16  11 18  14 17 "
 "   0  7   1  3   2  9   4 18   5 13   6 14   8 12  10 19  11 17  15 16 "
 "   0  8   1 14   2  4   3 18   5 16   6 10   7 19   9 11  12 15  13 17 "
 "   0  9   1 15   2 19   3  5   4 17   6 18   7 11   8 10  12 16  13 14 "
 "   0 10   1 17   2  6   3  9   4 16   5 15   7 18   8 14  11 13  12 19 "
 "   0 11   1 16   2  8   3  7   4 14   5 17   6 19   9 15  10 12  13 18 "
 "   0 12   1 11   2 17   3 19   4 15   5 10   6  8   7 13   9 18  14 16 "
 "   0 13   1 10   2 18   3 16   4 11   5 14   6 12   7  9   8 19  15 17 "
 "   0 14   1 19   2 10   3  4   5 12   6  9   7 16   8 11  13 15  17 18 "
 "   0 15   1 18   2  5   3 11   4 13   6 17   7  8   9 10  12 14  16 19 "
 "   0 16   1 13   2 15   3 17   4  6   5  9   7 12   8 18  10 14  11 19 "
 "   0 17   1 12   2 16   3 14   4  8   5  7   6 13   9 19  10 18  11 15 "
 "   0 18   1  8   2 14   3 13   4 10   5  6   7 17   9 16  11 12  15 19 "
 "   0 19   1  9   2 12   3 15   4  7   5 11   6 16   8 17  10 13  14 18 "

#78 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 14   5 13   6 18   8 19   9 17  10 16  12 15 "
 "   0  5   1  6   2 15   3 10   4 12   7 19   8 16   9 18  11 17  13 14 "
 "   0  6   1 18   2 10   3  8   4 16   5 14   7 12   9 15  11 19  13 17 "
 "   0  7   1 19   2  9   3 11   4 15   5 17   6 13   8 14  10 18  12 16 "
 "   0  8   1 11   2 19   3 16   4 18   5  7   6 12   9 14  10 13  15 17 "
 "   0  9   1 10   2 17   3 18   4  6   5 19   7 13   8 15  11 12  14 16 "
 "   0 10   1 17   2 16   3 13   4  8   5 11   6  9   7 14  12 18  15 19 "
 "   0 11   1 16   2 12   3 17   4 10   5  9   6 15   7  8  13 19  14 18 "
 "   0 12   1 14   2 13   3  9   4 19   5 10   6 17   7 11   8 18  15 16 "
 "   0 13   1 15   2  8   3 12   4 11   5 18   6 10   7 16   9 19  14 17 "
 "   0 14   1  3   2  4   5 16   6 19   7 15   8 12   9 11  10 17  13 18 "
 "   0 15   1  2   3  5   4 17   6 14   7 18   8 10   9 13  11 16  12 19 "
 "   0 16   1  8   2  6   3 15   4 14   5 12   7  9  10 19  11 13  17 18 "
 "   0 17   1  9   2 14   3  7   4 13   5 15   6  8  10 12  11 18  16 19 "
 "   0 18   1 13   2  5   3 19   4  7   6 16   8 17   9 10  11 15  12 14 "
 "   0 19   1 12   2 18   3  4   5  6   7 17   8 11   9 16  10 14  13 15 "

#79 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 14   5 18   6  8   9 16  10 19  12 15  13 17 "
 "   0  5   1  6   2 15   3 10   4 19   7  9   8 17  11 18  12 16  13 14 "
 "   0  6   1  2   3 17   4 12   5 14   7 13   8 18   9 10  11 16  15 19 "
 "   0  7   1  3   2 16   4 15   5 13   6 12   8 11   9 19  10 17  14 18 "
 "   0  8   1 13   2 10   3  4   5 16   6 19   7 12   9 14  11 15  17 18 "
 "   0  9   1 12   2  5   3 11   4 17   6 13   7 18   8 15  10 14  16 19 "
 "   0 10   1  8   2 14   3 13   4 11   5 19   6 15   7 16   9 17  12 18 "
 "   0 11   1  9   2 12   3 15   4 18   5 10   6 17   7 14   8 16  13 19 "
 "   0 12   1 10   2  4   3 18   5  6   7 15   8 19   9 13  11 17  14 16 "
 "   0 13   1 11   2 19   3  5   4  7   6 14   8 12   9 18  10 16  15 17 "
 "   0 14   1 19   2  8   3  7   4 13   5 17   6 18   9 11  10 12  15 16 "
 "   0 15   1 18   2  6   3  9   4 16   5 12   7 19   8 10  11 13  14 17 "
 "   0 16   1 14   2 17   3 19   4  8   5  7   6 10   9 15  11 12  13 18 "
 "   0 17   1 15   2 18   3 16   4  6   5  9   7 11   8 14  10 13  12 19 "
 "   0 18   1 16   2 13   3  8   4 10   5 15   6  9   7 17  11 19  12 14 "
 "   0 19   1 17   2  9   3 12   4 14   5 11   6 16   7  8  10 18  13 15 "

#80 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 15   5 16   6  9   8 10  12 19  13 17  14 18 "
 "   0  5   1  6   2 14   3 10   4 17   7  8   9 11  12 16  13 18  15 19 "
 "   0  6   1 18   2  5   3 16   4 14   7 15   8 12   9 17  10 13  11 19 "
 "   0  7   1 19   2 17   3  4   5 15   6 14   8 16   9 13  10 18  11 12 "
 "   0  8   1 12   2 18   3 14   4 11   5 19   6 17   7  9  10 16  13 15 "
 "   0  9   1 13   2 15   3 19   4 18   5 10   6  8   7 16  11 17  12 14 "
 "   0 10   1 15   2 12   3  8   4  6   5 14   7 13   9 19  11 16  17 18 "
 "   0 11   1 14   2  9   3 13   4 15   5  7   6 12   8 18  10 17  16 19 "
 "   0 12   1 10   2 16   3 11   4 13   5  9   6 18   7 14   8 19  15 17 "
 "   0 13   1 11   2 10   3 17   4  8   5 12   6 15   7 19   9 18  14 16 "
 "   0 14   1 16   2  8   3  7   4 19   5 17   6 13   9 10  11 18  12 15 "
 "   0 15   1 17   2  6   3  9   4 16   5 18   7 12   8 11  10 19  13 14 "
 "   0 16   1  3   2 19   4 12   5  6   7 18   8 17   9 15  10 14  11 13 "
 "   0 17   1  2   3 18   4  7   5 13   6 19   8 14   9 16  10 12  11 15 "
 "   0 18   1  8   2  4   3 12   5 11   6 10   7 17   9 14  13 19  15 16 "
 "   0 19   1  9   2 13   3  5   4 10   6 16   7 11   8 15  12 18  14 17 "

#81 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 16   5  9   6 10   8 14  12 18  13 17  15 19 "
 "   0  5   1  6   2 17   3 10   4  8   7 11   9 15  12 16  13 19  14 18 "
 "   0  6   1  2   3 13   4 15   5 16   7 17   8 10   9 14  11 18  12 19 "
 "   0  7   1  3   2 12   4 17   5 14   6 16   8 15   9 11  10 19  13 18 "
 "   0  8   1 16   2  4   3 12   5 19   6 18   7 14   9 10  11 13  15 17 "
 "   0  9   1 17   2 13   3  5   4 18   6 15   7 19   8 11  10 12  14 16 "
 "   0 10   1  8   2 16   3 14   4 12   5  7   6  9  11 19  13 15  17 18 "
 "   0 11   1  9   2 15   3 17   4  6   5 13   7  8  10 18  12 14  16 19 "
 "   0 12   1 14   2  8   3  7   4 13   5 18   6 17   9 19  10 16  11 15 "
 "   0 13   1 15   2  6   3  9   4 19   5 12   7 16   8 18  10 14  11 17 "
 "   0 14   1 19   2 10   3 18   4 16   5 11   6  8   7 13   9 17  12 15 "
 "   0 15   1 18   2 19   3 11   4 10   5 17   6 12   7  9   8 16  13 14 "
 "   0 16   1 11   2  5   3 15   4  7   6 19   8 12   9 18  10 13  14 17 "
 "   0 17   1 10   2 14   3  4   5  6   7 18   8 19   9 13  11 12  15 16 "
 "   0 18   1 12   2  9   3 19   4 14   5 10   6 13   7 15   8 17  11 16 "
 "   0 19   1 13   2 18   3  8   4 11   5 15   6 14   7 12   9 16  10 17 "

#82 |Aut| = 6
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 18  17 19 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 19  16 18 "
 "   0  4   1  7   2 11   3 17   5 18   6 12   8 19   9 14  10 13  15 16 "
 "   0  5   1  6   2 16   3 10   4 19   7 13   8 15   9 18  11 12  14 17 "
 "   0  6   1 15   2 18   3 13   4 11   5 19   7 12   8 14   9 17  10 16 "
 "   0  7   1 14   2 12   3 19   4 18   5 10   6 13   8 16   9 15  11 17 "
 "   0  8   1 13   2 17   3  4   5  6   7 19   9 10  11 16  12 15  14 18 "
 "   0  9   1 12   2  5   3 16   4  7   6 18   8 11  10 17  13 14  15 19 "
 "   0 10   1  3   2 15   4  8   5 12   6 14   7 16   9 19  11 18  13 17 "
 "   0 11   1  2   3 14   4 13   5  9   6 17   7 15   8 18  10 19  12 16 "
 "   0 12   1 10   2  6   3 15   4 14   5 13   7  8   9 16  11 19  17 18 "
 "   0 13   1 11   2 14   3  7   4 12   5 15   6  9   8 17  10 18  16 19 "
 "   0 14   1 18   2 19   3  5   4 10   6 16   7  9   8 12  11 13  15 17 "
 "   0 15   1 19   2  4   3 18   5 11   6  8   7 17   9 13  10 12  14 16 "
