K18 complete graph factorization: all P1F classes with |Aut| > 1

Total: 10710

     |Aut|   classes
         2     10179
         3       351
         4       144
         8        22
        16        12
        17         1
       272         1

Each factorization is listed once, in the canonical form produced by the project
canonizer. Entries are sorted in ascending lexicographic order of that form.


#1 |Aut| = 2
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 17 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 16 "
 "   0  4   1  3   2  8   5  7   6 13   9 15  10 14  11 17  12 16 "
 "   0  5   1  2   3  9   4  6   7 12   8 14  10 16  11 15  13 17 "
 "   0  6   1 17   2  5   3 10   4 12   7 14   8 16   9 11  13 15 "
 "   0  7   1 16   2 11   3  4   5 13   6 15   8 10   9 17  12 14 "
 "   0  8   1 12   2 17   3 14   4 15   5  6   7  9  10 13  11 16 "
 "   0  9   1 13   2 15   3 16   4  7   5 14   6  8  10 17  11 12 "
 "   0 10   1  9   2 16   3  8   4 13   5 11   6 12   7 15  14 17 "
 "   0 11   1  8   2  9   3 17   4 10   5 12   6 14   7 13  15 16 "
 "   0 12   1 15   2 10   3 13   4 11   5 16   6 17   7  8   9 14 "
 "   0 13   1 14   2 12   3 11   4 17   5 10   6  9   7 16   8 15 "
 "   0 14   1  7   2  4   3 15   5 17   6 10   8 12   9 16  11 13 "
 "   0 15   1  6   2 14   3  5   4 16   7 11   8 17   9 13  10 12 "
 "   0 16   1 11   2  6   3 12   4  8   5 15   7 17   9 10  13 14 "
 "   0 17   1 10   2 13   3  7   4 14   5  9   6 16   8 11  12 15 "

#19 |Aut| = 2
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17 "
 "   0  2   1  4   3  6   5  8   7 10   9 12  11 14  13 16  15 17 "
 "   0  3   1  5   2  7   4  9   6 11   8 13  10 15  12 17  14 16 "
 "   0  4   1  3   2  8   5  7   6 13   9 16  10 14  11 17  12 15 "
 "   0  5   1  2   3  9   4  6   7 12   8 17  10 16  11 15  13 14 "
 "   0  6   1 10   2 11   3 13   4 16   5  9   7 17   8 15  12 14 "
 "   0  7   1 11   2 12   3 10   4  8   5 17   6 16   9 14  13 15 "
 "   0  8   1 17   2  9   3 15   4 10   5 13   6 12   7 14  11 16 "
 "   0  9   1 16   2 14   3  8   4 12   5 11   6 15   7 13  10 17 "
 "   0 10   1  8   2 15   3 11   4 13   5 14   6 17   7  9  12 16 "
 "   0 11   1  9   2 10   3 14   4 15   5 12   6  8   7 16  13 17 "
 "   0 12   1 14   2  5   3  7   4 17   6  9   8 11  10 13  15 16 "
